"question1","question2","is_duplicate"
"what qualify as self employed Health Insurance","most people who be self employed need pick up an individual policy this will be consider a self employed health insurance policy there be no set difference or requirement between a person who be employ and have pick up his own insurance or a self employed person there can a difference as far as tax be deductible since a self employed person will usually file a Schedule C. An HSA qualify plan be a great way purchase health insurance if you be self employed due to the tax advantage ask your tax adviser","1"
"what tax do I pay on Life Insurance","Liberty National Life Insurance Company be domicile in Texas it be license in 49 state it primarily sell life insurance and supplemental health insurance its chief distribution be through in home and workplace sale they have be in business for more than 100 year","0"
"be retirement plan protect from creditor","ERISA be a federal law which date back to 1974 that set minimum standard for retirement plan in the private sector the protection provide plan participant be extensive pension benefit be generally protect from creditor claim and from bankrupcy but there be exception consult with tax and legal adviser who have expertise in pension plan for specifics","1"
"do Health Insurance cover childbirth","no worker compensation be not the same as disability insurance worker compensation insurance be insurance purchase an employer cover employee who become injured on the job and as result can no longer work it provide income benefit the cover employee while they be out of work disability insurance cover an individual regardless of the time place and manner of the event that prevent them from work i.e. it do not have happen at work disability insurance be also generally set up cover a large amount of lost income","0"
"which Life Insurance be good in Arkansas","the good life insurance policy in Arkansas vary for each person there be some company that be good for family while other be good for senior some be good for people with poor health while other only accept person with good health some have limit on their face amount of $50000 or less while other will issue over $10000000 if you can qualify for it some carry only term while other offer a huge array of product therefore it be important talk to an agency that carry a number of option for Arkansas resident and get their assistance in find the good policy for you it be surprising how quickly a good agent can narrow down what you need and the good most reasonably price company purchase it from","1"
"can your homeowner insurance drop you","Medicare part A be the hospital portion of the Medicare program in 2013 your Medicare part A deductible be $1184 per admission and cover your initial 60 day hospital stay if your stay extend beyond 60 day there be per diem deductible that must be satisfied Medicare part A cover inpatient hospital service","0"
"do Long term care insurance pay for assist living","every long term care insurance ( LTCi address assist living benefit since assist living benefit at home be the prefer extend care option its really important compare the language of each policy before you purchase LTCi the good news the the LTCi market be comprise of 6 insurance company whose market share represent almost the entire LTCi inventory of carrier so its fairly simple secure spreadsheet compare the policy provision of each company","1"
"how get cheap renter insurance","if you operate a vehicle in the state of California the vehicle must be insure you be not require be the owner of the vehicle because in California insurance follow the vehicle so in other words if a friend loan you his or her car that fry be responsible for the insurance on the vehicle if you do carry your own insurance your insurance will become secondary to the primary vehicle insurance however at the end of the day the vehicle must be insure be operate on the road or you may be subject to stiff penalty on a side note not all vehicle insurance have permissive driver use I recommend you always consult with your insurance company find out what exclusion may apply","0"
"can I borrow money from my Life Insurance","if you have term life insurance there will not be any cash value borrow from no lapse universal life insurance may have minimal to no cash value make it impossible borrow from that type of policy as well whole life or universal life which have be fund heavily will have enough cash value borrow from after several year possibly early","1"
"what will happen if I close my 401K","you can buy private Disability Insurance policy from broker that offer Disability Insurance agency that sell life and/or Health Insurance may also offer Disability Insurance this can be from a local office or it can be purchase on the internet shop where you can compare a few company be sure get your good feature and price","0"
"what do Medicare hospice care cover","Medicare hospice care cover cost of nursing care  doctor service  health aid  homemaker service  therapy service  dietary counseling  social worker  medical equipment  medical supply  all but 5% some cost associate with respite care short term hospitalization for relief of pain or symptom  grief counseling for family and pain meds Medicare hospice care will not cover medication cure the terminal health condition all cover service must be provide for and arrange Medicare","1"
"how be Non qualified annuity tax","generally the liability coverage offer under a homeowner policy cover the activity of your pet away from the property the policy generally restrict their coverage considerably for dog bite you may find a claim deny because of the breed of the dog this be a very sensitive area and I will urge you contact your agent immediately if your pet have bite someone","0"
"will Medicare cover Blood Pressure monitor","Medicare part b cover many DME ( durable medical equipment item include wheelchair  walker and hospital bed as a general rule blood pressure monitor be not a cover expense but there be exception if you be on home dialysis your BP monitor shall be cover if your doctor want 24 hour reading Medicare may cover an ambulatory monitor","1"
"how much be a Medigap policy","1 reason purchase Critical Illness Insurance will be set your mind at ease if you be be diagnose with a serious illness for person who have go through that with a family member  both that experience and the fear of have the gene for that illness can eat at them know there will be a pool of money use if that fear materialize can be very comforting","0"
"what happen when you file a home insurance claim","there be many company out there and each 1 them can treat a claim differently if you be ask will my rate go up there be different type of claim that can trigger an automatic rate increase on renewal with most company such as a water claim ( non flood  a theft or a fire many company do not increase premium if the claim be below a certain amount or threshold but you must check with your agent and carrier be sure weather claim in many case do not trigger increase in premium but you must check with your agent and company if you have a weather event and you be not sure if you have damage many roof and siding company will come out and give you a free bid before you decide call in the claim call your agent discuss with them thescenarioand get advice so you can make a sound decision most company do not have a problem with a homeowner with 1 claim in 3 year but if you have more than that you can be consider a habitual claimant even though the claim may not have be in your control find an agent or agency that you can trust and do not be afraid ask question that come mind do not find out if you have coverage for a claim after the fact and make sure your question be answer keep in mind the insurance you be purchase be help protect you from a financial loss so ask question  try get the good package and coverage that fit your family need and then look at price","1"
"how long can you remain on your parent auto insurance","your first step shall find out how much the insurance will cost base off of the replacement cost value of the home which not the same as an appraisal many carrier will use replacement cost not actual cash valu the home the rate not much different in the event of a loss it well worth the difference","0"
"do medicare limit the number of echocardiogram 1 can have in any give amount of time","Medicare will cover an echocardiogram if your doctor order it diagnostic purpose an echo be cover under Medicare part B. Medicare will pay for about 80% the cost after the part b deductible be meet $147 in 2014 - you will be responsible for the other 20% and the part b deductible when you first enroll in Medicare part b you open your 6 month initial open enrollment period buy a Medicare supplement plan a.k.a. Medigap plan with no MEDICAL UNDERWRITING a Medigap plan can cover the deductible and a portion or all of the other 20% expense cover part b and feature a number of other big advantage as well an experienced Medigap broker can help find the Medigap plan and carrier that be most suitable for you and your budget I hope the information be helpful - please feel free contact me for help and if you have any other question thanks very much","1"
"which pharmacy accept Medicare","adverse selection be the primary driver behind the need the Affordable Care Act impose a penalty for not purchase coverage and for the intense media scrutiny surround the demographic of people enroll through state exchange adverse selection occur when people expect use the healthcare system enroll in health insurance plan at a far high rate than healthy people somebody have pay more in premium than they receive in benefit or the premium will have rise cover the sick population which in turn cause more healthy people opt out which cause premium rise further which in turn","0"
"when shall I drop comprehensive car insurance","that be soley a personal decision ultimately the decision really what can you bare as a financial loss shall you be in an accident and you vehicle be damaged as the vehicle age it be normally worth less and less each year so if the vehicle damage the less you will receive for the vehicle if it be consider totaled.Typically if a vehicle be over seven years old many insured will no longer collison or other than collision coverage you have weigh the decision of pay the extra premium for the extra coverage over the value of the vehicle","1"
"what illness be cover Critical Illness Insurance","life insurance claim be usually not deny especially if the policy have be in force for over 2 year if a policy have not be inforce for 2 year a claim may be deny for a material misrepresentation of fact which mean you do not disclose fully something that can have affect the underwriting of the policy not declare you be a smoker for example or if death be by suicide the claim will be deny if within 2 year ( in Canada if the policy be over 2 years old the insurance company have prove fraud which be difficult prove if the policy contain exclusion such as death while skydive  no coverage for that event if you have any far question or feel I can be of assistance please do not hesitate contact me","0"
"do Aetna Health Insurance cover Birth Control","when plan renew or be effective on or after august 1 2012 all of the following womens health service will be consider preventive ( some be already cover these service generally will cover at no cost share when provide in network well woman visit annually now include prenatal visit screen gestational diabetes human papillomavirus HPV dna testing counsel sexually transmit infection counsel screen human immunodeficiency virus HIV screen counsel interpersonal domestic violence breastfeed support supply counsel generic formulary contraceptive cover without member cost share for example no copayment certain religious organization or religious employer may be exempt from offer contraceptive service so unless youremployertakes arighteous moral stand then yes AETNA HEALTH PLANS WITHPRESCRIPTIONPLANS will","1"
"do my husband have be on my Auto Insurance if he do not drive the car","that be truly up to the policy owner if you be purchase a new policy that be providing for your coverage need good than the current policy then it may in most case though depending on the amount of time the life insurance policy have be in effect it be not recommend cancel a life insurance policy unless it be absolutely necessary all license agent be ethically obligate provide information that help the propose client make a decision that be in their good interest not that of the agent","0"
"I be pregnant Can I Still Get Health Insurance","if you be pregnant you can get quality health insurance from the top company as 1 the nation leading broker this be 1 the most common question we answer the Affordable Care Act ( Obamacare mandate maternity benefit which mean it be a require benefit on exchange plan  the cost cheap than you may realize live answer provide Ed Harris - premier health insurance broker for 33 consecutive year and owner of several top rate website that offer the low available rate","1"
"what be the problem with annuity","you shall get Disability Insurance as soon as you have a job that you depend on for living expense if you be lose your job due to a disability it can be a year before you qualify for Social Security disability and that payment will not be as high as what you can get through a private Di policy Disability Insurance will pay more soon than SSDI and will pay a benefit for both temporary permanent disability","0"
"why shall I get term Life Insurance","that be a great question why shall you get term insurance there be 3 good reason the first will be it be the most affordable coverage that you can get notice that I say affordable not good if you need $100000 worth of insurance and can not afford a whole life policy for that amount then a term policy be certainly good than no policy at all the second be if you be only look cover a short term debt like an expect 5 year college debt it do not make sense purchase a whole life policy cover a debt that you will pay off in a short amount of time I hope that help thanks for ask","1"
"how long do it take settle renter insurance claim","be fair to Suze she have online piece call The Truth about annuity that outline her position on annuity and which also address variable annuity ( VA while she appear question the VA expense load a legitimate gripe as in all investment she seem down play the tax deferral feature read her piece online determine her position","0"
"who can sell variable annuity","sell variable annuity require at least a Series 6 License these individual be refer to as register representative they have go through several hour of classroom and online studying with an in-depth test when you be work with a Registered Representative you can ask him for his license number or you may depending on your state look him up through the Department of Insurance","1"
"which be good Medigap or advantage","an Endowment Plan be a life insurance policy that be design so that the guarantee cash value equal the face amount of the policy at a specify age or time a whole life policy be for example an endowment at age 100 since that be when the guarantee cash value equal the face amount 20 year endowment and endowment at age 65 and 70 use be quite popular savings vehicle in Canada the government legislate the maximum cash value to death benefit ratio permit need keep the policy exempt from accrual taxation to that of endowment at age 85 the result be insurance company do not issue those endowment anymore if you have far question or feel I can be of assistance please do not hesitate contact me if you will like work with a local life insurance broker you can start with a Google search for example if you search for life insurance broker Halifax or life insurance agent Halifax my name along with several other will come up you can use the same method find a life insurance broker in your community","0"
"do my homeowner insurance cover renter","if you be rent a room in the house that you occupy a homeowner policy will not provide coverage the personal property of the renter it will not provide liability coverage the renter either if a loss occur cause by a cover peril the structure will repair and your property will be indemnify big important word but the property of your renter will not","1"
"shall I purchase short term Disability Insurance","the cost of life insurance for senior be much high than for person in their 20's and 30's because the mortality rate for senior be much high than for young adult however if you be a senior person in good health with a very well controlled health condition there be company that will cater to you e.g. get type 2 diabetes at age 70 can enable you still get prefer rate with a few company whereas that will not be likely if you get type 2 diabetes at age 20 if you be a senior in good health and you want more coverage than just for your funeral it can be worth it use a medically underwrite policy but be prepared have an EKG  answer simple question to test memory e.g. who be the president of the US and have all your medical record review use an agency that specialize in senior life insurance can help you jump all the hurdle get your good rate for small  no exam final expense policy the rate for senior will depend a lot on your age and whether you be male or female you can expect pay from $50 / mo $200 / mo for a burial policy on average","0"
"do Ohio employer have offer Health Insurance","employer in Ohio be require offer health insurance their worker although they can avoid any penalty if the family can not afford the healthcare benefit offer also this penalty have be delay until 2015 give employer and insurer time work on specific detail of implementation this tax penalty apply to company with 50 or more worker and apply to worker and their dependent include child under the age of 26 technically the law do not apply to spouse Full-time will be consider working 30 hour per week however have 100 part-time worker work 20 hour per week will qualify as have 50 full-time worker here in Ohio we have enjoy low health insurance rate and although require mandate will be raise premium  there still will be many low cost options.Most of the major insurer include Anthem and Medical Mutual  will be participate in the State Health Exchange","1"
"be Blepharoplasty cover Medicare","police may not respond to an accident they avoid accident in parking lot ( the scene of many accident with the proliferation of smart phone a detail evaluation of a claim can be make by submit photo of the damage to your car and any other car  people or object auto theft be a crime and must be report to the police","0"
"where get Life Insurance quote","life insurance quote be easily accessible on the internet look for a website advertise instant life insurance quote if you want just compare price for different term length and health class without have wait someone call you however for an accurate quote it be essential correspond with an agent make sure you be apply with the correct company with the good price for your health and other risk factor many people think they a shoo in for the very good life insurance rating even have a parent with diabetes can cause them pay much high with some company than other 10 minute on the phone can save you much money and frustration","1"
"do Medicare accept paper claim","Primerica be a life insurance company found in the 1970's Arthur L. Williams and originally conduct business under the name A.L. Williams Life the company change it name in the 90's to Primerica and have undergo numerous acquisition among various financial service company include Citi holding which divest itself of the company a few year ago the insurer be well known for its term insurance only position within the industry and maintain decent credit rating for a US life insurer","0"
"how much homeowner insurance be require","typically at minimum you shall have enough coverage match the amount pay for the premise I will never recommend the minimum amount of insurance coverage anyone for any property have the bare minimum amount of coverage may save you some money in the short run but can leave you and your family financially exposed in the event of an accident","1"
"how much renter insurance shall I have","most Long Term Care Insurance plan these day pay the recipient a sum of money that can be spend as they desire the type of long term care they wish receive this can be a nursing home  assist living  independent living facility with a private aid hire family stay with them in their own home or other arrangement this make sense in that use other resource besides nursing home can be a less costly alternative and may be more desirable to the person receive the long term care","0"
"how much be for car insurance","the price of car insurance be govern primarily the loss sustain the group of automobile the insurance company insure actuary analyze loss and determine factor which predict the possibility of claim for example there be solid evidence youthful inexperienced driver have more accident than the general population the insurance company will develop a rating plan that will consider the experience of the driver we also know the more mile that we drive the more likely we to have an accident that be why company often go into great detail over the odometer reading","1"
"how much do immediate annuity pay","when purchase life insurance you need consider 1) what type of policy you need this can be term or permanent or both your budget life insurance must be affordable or it will be drop before the time of need your obligation what you want use the insurance cover the security and integrity of the life insurance company and your agent the feature and guarantee in the policy itself","0"
"how cancel HSBC Life Insurance","if your HSBC Life Insurance policy be term insurance you can cancel it by simply stop make payment after a 1 month grace period the policy will lapse if you have permanent life insurance with HSBC you will want talk to a professional about your option for your policy you can call the customer service number provide on your statement or policy talk about the good way of do this","1"
"be Disability Insurance Pre tax","yes Life Insurance can be used to pay for college if you have enough cash value in the policy to withdrawal or take a loan  if you have a return of premium term policy which allow loan be take you receive the death benefit which you be the beneficiary remember life insurance can be an asset you use provided there be enough resource for you pull on good luck","0"
"how much do Medicare insurance cost","Medicare insurance other than basic Medicare part A and part b can be anywhere from $0 monthly for select Medicare advantage plan to a few 100 per month for a Medicare supplement plan benefit and premium vary by zip code and from year to year the good plan be the 1 that fit your need and budget Medicare advantage plan be similar to traditional major medical plan in that they have copay and deductible but the difference stop there most advantage plan have network some network be local while other be regional some advantage plan only include coverage if you be treat a network provider while other will include out of network coverage with a high usually separate deductible high copay high out of pocket if you stay with original Medicare and buy a supplement plan ( Medigap your premium will vary by age  zip code  plan design  tobacco use and BMI original Medicare with a Medigap plan allow you use any doctor or hospital anywhere in the country and you never have worry about be out of network your out of pocket be limit in most case to a few 100 dollar per year for approve Medicare part A and part b charge #MedigapPlanFRates #MedicareSupplementPlanFRates #GeorgiaMedigapPlanFRates #GeorgiaMedicareSupplementPlanFRates #GeorgiaMedicarePlans #GaMedigapQuotes","1"
"where can I get renter insurance online","do you want rent or buy your life insurance do you want be without life insurance after a specific number of year and have start all over again searching and hope you qualify that be what term whole life be yours forever just pay the premium no requalify it build up cash value term be gone when you stop pay no equity buildup thank you Gary Lane 714 4229616","0"
"what be the dwelling amount on home insurance","this be the amount your home itself be cover for generally you must be insure for at least 80% the replacement cost of your home this be determine calculation insurance company use based upon construction cost in your area most company require you be insure for 100% replacement cost this allow the company completely rebuild your home in the event of a total loss","1"
"when do Medicare pay for a hospital bed","term life insurance be life insurance that will end after a certain length of time some term Life Insurance policy will automatically renew at the end of the term at a much high price than before and can then go up in price every year with other term policy you must elect pay the new high premium when the level period end either way the time of level premium end at the end of the term","0"
"when be the first auto insurance policy write","the first auto insurance policy be write presumably in the 1900s and from 1 the first insurer active in the property and casualty market at that time policy be simplified  limited cheap and cover a fraction of what policy cover today now you have a much wide choice of carrier and a much broad choice of coverage when you pick out and shop for a policy","1"
"who shall I buy Disability Insurance from","entitlement in government be benefit that be guarantee certain segment of the population because they have qualify for them in some way e.g. people be entitle to Medicare because they pay Medicare tax for at least 40 quarter people be entitle to food stamp when their income go below a certain limit life insurance be not entitle to anyone under the rule of government however there be guarantee issue policy that people qualify for simply by be within a certain age range other policy be approve for issue to person who qualify medically financially and in the absence of other risk factor as a whole most people then do qualify for life insurance and after they apply and have be approve be entitle to the policy for which they have be accept but the entitlement be not mandate the government as in health insurance","0"
"what be a third party administrator in Health Insurance","if you go to WEBSITELINK and type in section 105 you can get more detail a third party adminstrator often use when a company want to self insure which by the way be increase in order to exempt themselves from the ACA confusion company that offer section 125 plan know as Cafeteria Plans typically have a third party adminstratlor","1"
"be variable Life Insurance worth it","start january 1 2014 pre-existing condition will no longer be an issue you can begin look at plan now with an effective date of 1/1/14 also depending on what the condition be you may be able look at get a plan now because not all pre-existing condition be equal an independent agent shall be able show you plan from several different top rate carrier","0"
"do home insurance cover a toilet leak","no. home insurance be not intend cover a toilet leak typically the cost repair such a leak be minor and insurer expect the insured take care of that on their own Youcan get a warranty policy cover major system in the home home owner insurance cover area like vandalism  fire  storm damage etc and tend focus more on the structure of the home than the minor repair that result from normal wear and tear plus most home owner police have a deductible that must be pay before claim be pay if the repair be less than the deductible it make more financial sense just fix it","1"
"how much be a typical homeowner insurance","life insurance be for life if it be a permanent policy or if the insured person die before the term policy end since no one know when they will pass away the only way be assure of have life insurance for life be get a permanent life insurance policy","0"
"be Life Insurance include in an estate","when life insurance be leave to a beneficiary who be a person or a life insurance trust the life insurance do not normally go through probate and no income tax be pay however the policy proceeds will be include in the value of the estate when the deceased own the policy or if the deceased transfer ownership to someone else within 3 year before death or when proceeds be pay the executor of the deceased estate","1"
"how much be car insurance for a 16 year old in Florida","ultrasound be cover under Medicare if they be complete as an inpatient in a hospital it will be cover part A. if they be complete on an outpatient basis  it will be cover under part B. Medicare typically pay for about 80% the expense - you will be responsible for pay the other 20% a Medicare supplement policy can help pay the remain 20%","0"
"be renter insurance a waste","next time you read a story in a newspaper or see 1 on the television news report about a family who lose everything because thy have no insurance and have a fire in their apartment think about what they lose think about how they be go have use their regular paycheck find a new place fo live and replace all of the clothes  furnature and other personal belonging that they work their lifetime obtain then as yourself if renter insurance be a waste","1"
"when can you enroll in a Medigap plan","the general be actually a license insurance agency that be affiliate with American Family Insurance along with other major company such as State Farm  progressive  USAA and Farmer they offer car insurance consumer the company that be write the business have A- rating from A.M. Best co. the general have good rate as do many other company an experienced broker can shop all of the major carrier for you so you easily find the good offer it be always good focus on highly rate company in your area if you have exist coverage then of course do not cancel your policy until you have be approve for the new policy you apply for","0"
"how much homeowner insurance you need","how much homeowner insurance you need be enough cover a total loss to your home  other structure and your contents also you will want liability protection  loss of use and guest medical coverage best advise be consult with a local independent agent who can help you determine your specific need and find you a policy that will fit","1"
"do Life Insurance affect SSI benefit","the cost of life insurance for senior be much high than for person in their 20's and 30's because the mortality rate for senior be much high than for young adult however if you be a senior person in good health with a very well controlled health condition there be company that will cater to you e.g. get type 2 diabetes at age 70 can enable you still get prefer rate with a few company whereas that will not be likely if you get type 2 diabetes at age 20 if you be a senior in good health and you want more coverage than just for your funeral it can be worth it use a medically underwrite policy but be prepared have an EKG  answer simple question to test memory e.g. who be the president of the US and have all your medical record review use an agency that specialize in senior life insurance can help you jump all the hurdle get your good rate for small  no exam final expense policy the rate for senior will depend a lot on your age and whether you be male or female you can expect pay from $50 / mo $200 / mo for a burial policy on average","0"
"where can I get short term Disability Insurance","you can get short term disability insurance from agency that sell Disability Insurance and who carry disability product from Assurity Life Insurance company and mutual of Omaha insurance company these company offer the purchase of private short term disability policy other than that you can get short term disability coverage from your place of work if they offer it as a group benefit","1"
"can I pay my car insurance with a Credit Card","a home be typically the large purchase 1 make and like most product in the marketplace 1 can find a cheap home or an expensive home the same go for homeowner insurance if you be try meet only a mortgage company requirement for insurance you can go pretty cheap if on the other hand you want an insurance company pay for all the damage incur in a claim  refurnish your home  put you up in another home while your home be be repair  defend you in court when you have be sue it may cost you a little more for your insurance your good bet obtain the good value be talk to a professional help evaluate your need relative to your want and budget","0"
"do car insurance drop when you have a baby","no. base on my education and experience within the insurance industry so far  there be no notification that be provide an insurance carrier about child be born into a household there be many factor take into consideration when you be apply for auto insurance coverage but to the good of my knowledge a new born child in the household do not affect your auto insurance rate","1"
"what be the deductible for Medicare part A and b","the main purpose of life insurance be protect your family or business from the cost associate with your death when a funeral cause relative have pool their resource pay for it that be a purpose where life insurance can have help when a business must be sell an outside party because a relative can not afford buy it that be a purpose where life insurance can have help when a family must go on welfare because the breadwinner pass away that be a purposed where life insurance can have help","0"
"what qualify for Medicare benefit","person who qualify for Medicare benefit will have pay Medicare tax at least 40 quarter 10 year over their working life most people qualify for Medicare when they turn 65 people who have be disable for 2 year can receive Medicare under age 65 as can most person with end stage renal disease or ALS what qualify for Medicare benefit be illness  hospitalization  medical equipment  home health care  hospice and limited nursing home care all of these must be within strict Medicare guideline and by Medicare approve provider","1"
"what be some long term care insurance disadvantage","Medicare part A be your hospital insurance.It provide benefit for your inpatient hospital stay  skilled nursing facility care  nursing home care  hospice care and certain home health service the benefit that be the most common claim be for hospital stay during a hospital stay your Part A will cover certain hospital service and supply include semiprivate room  meal  general nursing and medication give during your stay acceptable hospital stay can include critical access hospital  inpatient rehab facility  LTC hospital  acute care hospital and mental health care you may want confirm with Medicare whether a certain inpatient stay will be cover a facility that be not a traditional hospital Medicare part b be your physician insurance it cover doctor visit  test  surgery  preventive service and supply include DMEs ( durable medical equipment .The part b deductible be $147 in 2014 you be responsible for about 20% healthcare expense cover part b - Medicare only cover approximately 80% the cost there be a guidebook call Medicare & You that provide a lot of information regarding Medicare coverage - the guidebook be update each year with any new change to coverage - you can get a copy of this from the medicare.gov website as well as look up additional information I always recommend those on Medicare buy a Medigap plan supplement their Part A & Part B coverage your Part A & Part B only cover about 80% expense a Medigap plan can cover all or a portion of the other 20% the expense the big advantage of have a Medigap plan be it create a very predictable healthcare expense structure Medigap plan be also standardise mean the plan benefit be the same regardless of which company you purchase it from the premium for these program can vary from company to company I hope the information be helpful - please feel free contact me for help and if you have any other question thanks very much","0"
"do car insurance improve credit","insurance carrier to the good of my knowledge and based on my experience do not report any payment history information credit agency make your payment as schedule will more than likely not provide for any improvement to your credit score but not pay your premium on time ( if you have not cancel coverage with that carrier can potentially have your account turn over to a collection agency which can affect your credit score","1"
"how name trust as beneficiary of Life Insurance","there be many different kind of annuity offer many different insurance company each annuity have its own feature I typically group annuity into 4 main category immediate annuity : this be an annuity that begin a payment stream upon purchase shortly thereafter within a year the payment be guarantee for a period of time or for a lifetime or lifetime in the case of a joint payout variable annuity : this annuity have tax defer growth that be base on the performance of the subaccount within the contract the owner of the annuity can choose which account allocate their fund the performance of the annuity can be either positive or negative so an owner be assume some level of investment risk fixed annuity : this annuity have tax defer growth that be set for a fixed period of time the interest rate of the annuity be usually set at the purchase date but can be adjust at a late date in some contract the performance be usually a know outcome and highly dependent on the length of the annuity contract indexed annuity : this annuity have tax defer growth that be base on the performance of an particular index ( e the owner can choose which index e allocate their fund such as the S&P but their fund be not actually invest in that index the index be only use determine the performance the performance of indexed annuity be usually only 0 or high with a limit on the upside know as a cap these be general definition and be by no means suggest which be good or more appropriate for any situation my recommendation if you be interested in learn more about annuity be speak with a professional license describe the pro and con of each annuity type base on your particular situation","0"
"why shall you buy renter insurance","the great exposure a renter have be personal injury by someone visit the unit that you have rent a lawsuit be a terrible thing and the expense can be devestating the second great loss will be have your personal property destroy the landlord be not responsible for your personal property so if coverage be desire  a renter policy be the way provide that coverage","1"
"how negotiate contract with Health Insurance company","the cost of life insurance can vary greatly depending on the amount of coverage  your age  type of coverage  gender  tobacco use and the duration of coverage term insurance be the least expensive and can be as low as a few dollar a month up when life insurance be use for cash accumulation and take advantage of the tax benefit there be people who save million dollar per year into a life insurance policy","0"
"can I take Life Insurance out on anyone","that be a great question it be interesting know the law that govern life insurance come about because of the unsavory practice of gambling on when a person will die you and I may be sit at the saloon and take a dislike to a guy at the bar we go across the street and buy a policy on his life we bet the policy on how many day hour / minute long he live with the winner take the death benefit prize protect against that you must have that person permission understanding of what they be sign and signature you must also be able prove a financial loss be they pass good thing thanks for ask","1"
"what be a declaration of homeowner insurance","claim activity can sometimes result in increased premium however some company offer accident and/or violation forgiveness benefit either as an inclusion for long term policy holder or as an optional endorsement for new policy holder since it be an endorsement there will be a premium charge however the savings over have your policy surcharge 25% or more for 3 year after an accident be pretty self evident","0"
"which be the cheap car insurance for new driver","keep in mind that cheap be not necessarily the good shall you ever need it I think 1 general rule of thumb be that if you be a newly license young driver  it will more than likely be less costly be add to your parent auto policy as opposed to have your own if however you be go be purchase your own car and register it in your own name it will be beneficial talk to your parent Insurance Professional about set up a policy with the same company they have in many case you will still qualify for multivehicle and multipolicy discount which will save you money","1"
"do Medicare cover urinalysis","no life insurance be not taxable in the state of California California have neither an estate tax nor an inheritance tax and as be usually the case life insurance proceeds be not subject to income tax ( unless the policy be hold within a plan where premium have deduct from income i.e. life insurance inside a 401k plan","0"
"can I have car insurance from another state","auto insurer must be admit in the state where they do business if you have move from 1 state to another the insurance in force will continue in force until you have change your domicile thereafter you must deal with an insurance company admit in that state there be a strange exception call excess and surplus line but I doubt that will apply to you and your car","1"
"can an 83 year old get Life Insurance","the term Hybrid Annuities usually refer to a combination annuity / Long Term care policy this policy guarantee your fund will grow at a certain rate it also guarantee a certain LTC benefit depending on the year it be use many people like this option because it allow you use the cash if you need it for income or expense ( they do not have be related to LTC need but at the same time if you have a LTC need you have a LTC benefit that be much high than the cash value","0"
"what do home insurance cover for water damage","if the water be come into the house from outside the damage will be cover if it be enter the house because of a name peril ( i.e. fire if the water be come from inside the house and be sudden like a burst pipe that also will be cover the damage that come from slowly leaking vessel or pipe create a different situation which shall have be notice and correct in those case coverage may be deny","1"
"what be an elimination period in Disability Insurance","this be a great question the owner of the policy be normally the insured and also the insured normally be pay for the policy however in some case the insured be not pay for the policy and do not want control over it for example I have client where the adult child pay for and be the owner of their parent policy","0"
"can you get renter insurance without a lease","yes renter insurance do not require a lease for secure coverage you must be rent the premise you be look receive coverage for contact a local agent discuss coverage availability and pricing within your geographic location a license agent will be able provide you with all of the coverage choice available to you","1"
"be Medicare any good","it be possible especially if the reason you be pull over be compound the fact you be drive without insurance at the very least do so will increase the amount you will have pay for the ticket remember maintain continuous coverage be a requirement in most state not have it can in many case result in your registration be suspend now if you be pull over and have no insurance and a suspend registration I think you can plan on have your car impound","0"
"do renter insurance protect against theft","unless you have a basic fire policy most renter policy will cover theft that be why it be a good idea keep receipt for any large purchase  take picture and keep an inventory keep copy of these in an off premise location such as a relative home or safety deposit box it will help if the insurance company question a claim fraudulent theft claim cost insurance company million dollar per year and many be crack down by keep a good inventory  picture and receipt you protect yourself","1"
"how much be a home insurance a month","renter insurance funtions in many way much the same as homeowner insurance this type of policy will provide the insured with liability coverage and personal property coverage contact a local agent discuss your concern about coverage and they shall be able describe the coverage in detail help you understand the coverage","0"
